concept,polarity,src_idx,sample,label,pool,key_concept,act_id,recon_cos,local_floor,margin
truth_value,present,100,1,1,within_truth,truth_value,truth_value:100,0.9616357684135437,0.9978964012849578,-0.03626063287141412
truth_value,present,184,0,1,within_truth,truth_value,truth_value:184,0.9640082120895386,0.9980277192685834,-0.03401950717904478
truth_value,present,184,1,1,within_truth,truth_value,truth_value:184,0.9667757153511047,0.9980277192685834,-0.03125200391747862
truth_value,present,92,1,1,within_truth,truth_value,truth_value:92,0.9409037828445435,0.962184859148606,-0.021281076304062507
truth_value,present,188,0,1,within_truth,truth_value,truth_value:188,0.9598644971847534,0.9974981040901136,-0.03763360690536022
truth_value,present,188,1,1,within_truth,truth_value,truth_value:188,0.9684261083602905,0.9974981040901136,-0.029071995729823108
truth_value,present,28,1,1,within_truth,truth_value,truth_value:28,0.967698335647583,0.9978538574893265,-0.030155521841743527
truth_value,present,8,0,1,within_truth,truth_value,truth_value:8,0.9643239378929138,0.9977328206539442,-0.03340888276103038
truth_value,present,8,1,1,within_truth,truth_value,truth_value:8,0.9711730480194092,0.9977328206539442,-0.026559772634535017
truth_value,present,158,0,1,within_truth,truth_value,truth_value:158,0.9687096476554871,0.9970991453740323,-0.028389497718545265
truth_value,present,158,1,1,within_truth,truth_value,truth_value:158,0.964024007320404,0.9970991453740323,-0.03307513805362827
truth_value,present,164,0,1,within_truth,truth_value,truth_value:164,0.9780849814414978,0.9980071855412347,-0.019922204099736884
truth_value,present,126,0,1,within_truth,truth_value,truth_value:126,0.9661164879798889,0.9979413812440099,-0.03182489326412097
truth_value,present,126,1,1,within_truth,truth_value,truth_value:126,0.9754548668861389,0.9979413812440099,-0.022486514357870968
truth_value,present,214,1,1,within_truth,truth_value,truth_value:214,0.9676066040992737,0.9980897981121002,-0.03048319401282651
truth_value,present,142,0,1,within_truth,truth_value,truth_value:142,0.9688669443130493,0.9977046586314287,-0.028837714318379337
truth_value,present,38,0,1,within_truth,truth_value,truth_value:38,0.9696115255355835,0.9979919828660284,-0.02838045733044492
truth_value,present,68,0,1,within_truth,truth_value,truth_value:68,0.9753926396369934,0.9977564485838393,-0.022363808946845865
truth_value,present,138,0,1,within_truth,truth_value,truth_value:138,0.9659358859062195,0.996789092036583,-0.030853206130363464
truth_value,present,138,1,1,within_truth,truth_value,truth_value:138,0.9657835960388184,0.996789092036583,-0.031005495997764587
truth_value,present,86,0,1,within_truth,truth_value,truth_value:86,0.9673652648925781,0.9977918367738035,-0.03042657188122533
truth_value,present,86,1,1,within_truth,truth_value,truth_value:86,0.9720041155815125,0.9977918367738035,-0.025787721192291002
truth_value,present,172,0,1,within_truth,truth_value,truth_value:172,0.9647265672683716,0.9980086978406899,-0.033282130572318325
truth_value,present,172,1,1,within_truth,truth_value,truth_value:172,0.9682432413101196,0.9980086978406899,-0.029765456530570278
truth_value,present,10,0,1,within_truth,truth_value,truth_value:10,0.9632541537284851,0.9978331061076795,-0.034578952379194394
truth_value,present,10,1,1,within_truth,truth_value,truth_value:10,0.9680377244949341,0.9978331061076795,-0.02979538161274542
truth_value,present,208,1,1,within_truth,truth_value,truth_value:208,0.9699341058731079,0.9981819424896121,-0.028247836616504207
truth_value,present,22,0,1,within_truth,truth_value,truth_value:22,0.9526986479759216,0.9977010618783866,-0.045002413902464955
truth_value,present,6,0,1,within_truth,truth_value,truth_value:6,0.9663140177726746,0.9980375649247315,-0.03172354715205694
truth_value,present,6,1,1,within_truth,truth_value,truth_value:6,0.9659989476203918,0.9980375649247315,-0.032038617304339656
truth_value,present,32,0,1,within_truth,truth_value,truth_value:32,0.965369701385498,0.9980613494910773,-0.03269164810557923
truth_value,present,2,0,1,within_truth,truth_value,truth_value:2,0.9680202007293701,0.9981295116160713,-0.030109310886701213
truth_value,present,48,0,1,within_truth,truth_value,truth_value:48,0.9565430283546448,0.9980930543794877,-0.04155002602484292
truth_value,present,48,1,1,within_truth,truth_value,truth_value:48,0.9700669646263123,0.9980930543794877,-0.028026089753175443
truth_value,present,166,0,1,within_truth,truth_value,truth_value:166,0.9719148874282837,0.9970767427050036,-0.02516185527671988
truth_value,present,166,1,1,within_truth,truth_value,truth_value:166,0.9706118106842041,0.9970767427050036,-0.02646493202079947
truth_value,present,122,0,1,within_truth,truth_value,truth_value:122,0.9654061198234558,0.9980109837481033,-0.032604863924647454
truth_value,present,4,0,1,within_truth,truth_value,truth_value:4,0.9639225602149963,0.9978848645183118,-0.03396230430331548
truth_value,present,4,1,1,within_truth,truth_value,truth_value:4,0.9667667746543884,0.9978848645183118,-0.031118089863923393
truth_value,present,192,1,0,within_truth,truth_value,truth_value:192,0.9735199809074402,0.998032612812765,-0.024512631905324822
truth_value,present,90,0,0,within_truth,truth_value,truth_value:90,0.9680784344673157,0.9980276449620338,-0.029949210494718104
truth_value,present,90,1,0,within_truth,truth_value,truth_value:90,0.9742670059204102,0.9980276449620338,-0.02376063904162362
truth_value,present,0,1,0,within_truth,truth_value,truth_value:0,0.9593538045883179,0.9979764451098554,-0.03862264052153752
truth_value,present,180,0,0,within_truth,truth_value,truth_value:180,0.9670976996421814,0.9969881915481098,-0.029890491905928407
truth_value,present,128,0,0,within_truth,truth_value,truth_value:128,0.9714195132255554,0.9978600064974366,-0.026440493271881138
truth_value,present,190,1,0,within_truth,truth_value,truth_value:190,0.9737002849578857,0.9908971517525926,-0.01719686679470689
truth_value,present,222,1,0,within_truth,truth_value,truth_value:222,0.9678841233253479,0.9980083917713296,-0.030124268445981706
truth_value,present,216,0,0,within_truth,truth_value,truth_value:216,0.973564863204956,0.9980493634011975,-0.024484500196241488
truth_value,present,216,1,0,within_truth,truth_value,truth_value:216,0.967143177986145,0.9980493634011975,-0.030906185415052523
truth_value,present,238,0,0,within_truth,truth_value,truth_value:238,0.9700301885604858,0.9980212830684019,-0.027991094507916037
truth_value,present,224,0,0,within_truth,truth_value,truth_value:224,0.9710177183151245,0.9981708901337172,-0.02715317181859267
truth_value,present,224,1,0,within_truth,truth_value,truth_value:224,0.9662075638771057,0.9981708901337172,-0.03196332625661147
truth_value,present,92,0,0,within_truth,truth_value,truth_value:92,0.9524092078208923,0.962184859148606,-0.00977565132771363
truth_value,present,28,0,0,within_truth,truth_value,truth_value:28,0.9682114124298096,0.9978538574893265,-0.029642445059516964
truth_value,present,164,1,0,within_truth,truth_value,truth_value:164,0.9613027572631836,0.9980071855412347,-0.03670442827805109
truth_value,present,214,0,0,within_truth,truth_value,truth_value:214,0.9683935642242432,0.9980897981121002,-0.029696233887857026
truth_value,present,142,1,0,within_truth,truth_value,truth_value:142,0.9743134379386902,0.9977046586314287,-0.023391220692738468
truth_value,present,38,1,0,within_truth,truth_value,truth_value:38,0.9655914902687073,0.9979919828660284,-0.03240049259732114
truth_value,present,68,1,0,within_truth,truth_value,truth_value:68,0.971034049987793,0.9977564485838393,-0.026722398596046304
truth_value,present,208,0,0,within_truth,truth_value,truth_value:208,0.9640101194381714,0.9981819424896121,-0.03417182305144073
truth_value,present,22,1,0,within_truth,truth_value,truth_value:22,0.9718496203422546,0.9977010618783866,-0.025851441536131947
truth_value,present,32,1,0,within_truth,truth_value,truth_value:32,0.9673901200294495,0.9980613494910773,-0.030671229461627814
truth_value,present,2,1,0,within_truth,truth_value,truth_value:2,0.9675987958908081,0.9981295116160713,-0.030530715725263224
truth_value,present,122,1,0,within_truth,truth_value,truth_value:122,0.968411922454834,0.9980109837481033,-0.02959906129326928
truth_value,present,228,0,0,within_truth,truth_value,truth_value:228,0.9690580368041992,0.9975846003249491,-0.028526563520749892
truth_value,present,228,1,0,within_truth,truth_value,truth_value:228,0.9726640582084656,0.9975846003249491,-0.024920542116483535
truth_value,present,200,0,0,within_truth,truth_value,truth_value:200,0.9788931012153625,0.9951942407982828,-0.016301139582920232
truth_value,present,200,1,0,within_truth,truth_value,truth_value:200,0.9779744744300842,0.9951942407982828,-0.017219766368198552
refusal,present,76,0,1,xconcept,refusal,refusal:76,0.9740779399871826,0.9839860244365531,-0.009908084449370524
refusal,present,76,1,1,xconcept,refusal,refusal:76,0.9722365140914917,0.9839860244365531,-0.011749510345061442
refusal,present,0,0,1,xconcept,refusal,refusal:0,0.9749851226806641,0.9886464098771685,-0.01366128719650439
refusal,present,0,1,1,xconcept,refusal,refusal:0,0.9700667858123779,0.9886464098771685,-0.018579624064790523
refusal,present,70,0,1,xconcept,refusal,refusal:70,0.9815913438796997,0.9890138565124528,-0.007422512632753064
refusal,present,70,1,1,xconcept,refusal,refusal:70,0.9692203402519226,0.9890138565124528,-0.019793516260530164
refusal,present,25,0,1,xconcept,refusal,refusal:25,0.9701820015907288,0.9882119762752825,-0.018029974684553696
refusal,present,25,1,1,xconcept,refusal,refusal:25,0.9700832962989807,0.9882119762752825,-0.018128679976301743
refusal,present,87,0,1,xconcept,refusal,refusal:87,0.9859158396720886,0.9892818506978438,-0.003366011025755178
refusal,present,87,1,1,xconcept,refusal,refusal:87,0.9848532676696777,0.9892818506978438,-0.0044285830281660665
refusal,present,37,1,1,xconcept,refusal,refusal:37,0.9693781733512878,0.9891795386568312,-0.019801365305543328
refusal,present,24,0,1,xconcept,refusal,refusal:24,0.9773619174957275,0.9890413691488352,-0.011679451653107686
refusal,present,105,0,1,xconcept,refusal,refusal:105,0.9751045107841492,0.9904648196658732,-0.015360308881724016
refusal,present,105,1,1,xconcept,refusal,refusal:105,0.9667172431945801,0.9904648196658732,-0.023747576471293108
refusal,present,73,0,1,xconcept,refusal,refusal:73,0.9597225785255432,0.9855467263201506,-0.0258241477946074
refusal,present,73,1,1,xconcept,refusal,refusal:73,0.974291980266571,0.9855467263201506,-0.011254746053579567
refusal,present,80,0,1,xconcept,refusal,refusal:80,0.9608525633811951,0.9891023105575646,-0.028249747176369522
refusal,present,80,1,1,xconcept,refusal,refusal:80,0.9788560271263123,0.9891023105575646,-0.010246283431252334
refusal,present,51,0,1,xconcept,refusal,refusal:51,0.9702945947647095,0.9891076601478224,-0.018813065383112892
refusal,present,51,1,1,xconcept,refusal,refusal:51,0.9738922119140625,0.9891076601478224,-0.015215448233759865
refusal,present,2,0,1,xconcept,refusal,refusal:2,0.9499877095222473,0.9864961000605613,-0.036508390538314006
refusal,present,2,1,1,xconcept,refusal,refusal:2,0.9744287729263306,0.9864961000605613,-0.012067327134230754
refusal,present,46,1,1,xconcept,refusal,refusal:46,0.9798243641853333,0.9871498649082582,-0.007325500722924927
refusal,present,85,0,1,xconcept,refusal,refusal:85,0.9747982025146484,0.9895377591726722,-0.014739556658023734
refusal,present,85,1,1,xconcept,refusal,refusal:85,0.9652231931686401,0.9895377591726722,-0.024314566004032034
refusal,present,59,0,1,xconcept,refusal,refusal:59,0.9669528603553772,0.9919227863239151,-0.024969925968537865
refusal,present,59,1,1,xconcept,refusal,refusal:59,0.9676439762115479,0.9919227863239151,-0.02427881011236721
refusal,present,84,0,1,xconcept,refusal,refusal:84,0.9742867350578308,0.9877296184959093,-0.013442883438078534
refusal,present,84,1,1,xconcept,refusal,refusal:84,0.9638381004333496,0.9877296184959093,-0.023891518062559736
refusal,present,45,0,1,xconcept,refusal,refusal:45,0.9734762907028198,0.9902357136985064,-0.016759422995686557
refusal,present,45,1,1,xconcept,refusal,refusal:45,0.9665912985801697,0.9902357136985064,-0.023644415118336704
refusal,present,33,0,1,xconcept,refusal,refusal:33,0.9788324236869812,0.9889297615689081,-0.010097337881926904
refusal,present,33,1,1,xconcept,refusal,refusal:33,0.9714123010635376,0.9889297615689081,-0.017517460505370508
refusal,present,18,0,1,xconcept,refusal,refusal:18,0.9691494107246399,0.9904075946730974,-0.021258183948457465
refusal,present,18,1,1,xconcept,refusal,refusal:18,0.9813260436058044,0.9904075946730974,-0.009081551067292915
refusal,present,38,0,1,xconcept,refusal,refusal:38,0.9695003032684326,0.9906128801494047,-0.021112576880972123
refusal,present,38,1,1,xconcept,refusal,refusal:38,0.9794250726699829,0.9906128801494047,-0.01118780747942183
refusal,present,91,0,1,xconcept,refusal,refusal:91,0.9682683944702148,0.9884984164606502,-0.020230021990435332
refusal,present,110,0,1,xconcept,refusal,refusal:110,0.9607030153274536,0.990343560720667,-0.02964054539321337
refusal,present,110,1,1,xconcept,refusal,refusal:110,0.964114785194397,0.990343560720667,-0.02622877552627001
refusal,present,86,1,1,xconcept,refusal,refusal:86,0.9807548522949219,0.9851883979391357,-0.004433545644213832
refusal,present,4,0,1,xconcept,refusal,refusal:4,0.9721732139587402,0.9852358460706367,-0.01306263211189651
refusal,present,4,1,1,xconcept,refusal,refusal:4,0.9590793251991272,0.9852358460706367,-0.026156520871509548
refusal,present,75,0,1,xconcept,refusal,refusal:75,0.9842345714569092,0.9880059392942611,-0.00377136783735188
refusal,present,75,1,1,xconcept,refusal,refusal:75,0.9777499437332153,0.9880059392942611,-0.010255995561045728
refusal,present,28,1,1,xconcept,refusal,refusal:28,0.9635645151138306,0.9880328709714149,-0.024468355857584334
refusal,present,21,0,1,xconcept,refusal,refusal:21,0.9715036749839783,0.990995283992151,-0.019491609008172706
refusal,present,21,1,1,xconcept,refusal,refusal:21,0.9691377282142639,0.990995283992151,-0.02185755577788706
refusal,present,55,0,1,xconcept,refusal,refusal:55,0.9807415008544922,0.9883112186834541,-0.007569717828961875
refusal,present,55,1,1,xconcept,refusal,refusal:55,0.9741902947425842,0.9883112186834541,-0.014120923940869834
refusal,present,104,0,1,xconcept,refusal,refusal:104,0.9580591320991516,0.9916447651640621,-0.03358563306491047
refusal,present,104,1,1,xconcept,refusal,refusal:104,0.9565358757972717,0.9916447651640621,-0.03510888936679035
refusal,present,27,0,1,xconcept,refusal,refusal:27,0.9814907908439636,0.991104505135396,-0.00961371429143243
refusal,present,27,1,1,xconcept,refusal,refusal:27,0.9667815566062927,0.991104505135396,-0.024322948529103328
refusal,present,63,0,1,xconcept,refusal,refusal:63,0.9543743133544922,0.9904667385493228,-0.03609242519483058
refusal,present,63,1,1,xconcept,refusal,refusal:63,0.9757249355316162,0.9904667385493228,-0.014741803017706556
refusal,present,7,0,1,xconcept,refusal,refusal:7,0.9571531414985657,0.9876831376192081,-0.030529996120642444
refusal,present,7,1,1,xconcept,refusal,refusal:7,0.9689788818359375,0.9876831376192081,-0.018704255783270618
refusal,present,68,0,1,xconcept,refusal,refusal:68,0.9546388387680054,0.9892846382842352,-0.034645799516229814
refusal,present,52,0,1,xconcept,refusal,refusal:52,0.9746546149253845,0.9839917844459634,-0.009337169520578836
refusal,present,52,1,1,xconcept,refusal,refusal:52,0.9744967222213745,0.9839917844459634,-0.009495062224588846
refusal,present,26,0,1,xconcept,refusal,refusal:26,0.9661825895309448,0.9869331063364,-0.020750516805455144
refusal,present,108,0,1,xconcept,refusal,refusal:108,0.97463458776474,0.9859114940099446,-0.01127690624520461
refusal,present,108,1,1,xconcept,refusal,refusal:108,0.9736457467079163,0.9859114940099446,-0.01226574730202834
refusal,present,96,0,1,xconcept,refusal,refusal:96,0.9730833768844604,0.9908282242252245,-0.01774484734076409
refusal,present,96,1,1,xconcept,refusal,refusal:96,0.9720348715782166,0.9908282242252245,-0.018793352647007988
refusal,present,90,0,1,xconcept,refusal,refusal:90,0.9635958671569824,0.9892510200652966,-0.025655152908314216
refusal,present,90,1,1,xconcept,refusal,refusal:90,0.9694252610206604,0.9892510200652966,-0.019825759044636238
refusal,present,10,0,1,xconcept,refusal,refusal:10,0.9691855907440186,0.9894983948533439,-0.020312804109325344
refusal,present,10,1,1,xconcept,refusal,refusal:10,0.9653977751731873,0.9894983948533439,-0.024100619680156643
refusal,present,29,0,1,xconcept,refusal,refusal:29,0.9705064296722412,0.986437815136957,-0.01593138546471584
refusal,present,29,1,1,xconcept,refusal,refusal:29,0.977126955986023,0.986437815136957,-0.009310859150934103
refusal,present,102,0,1,xconcept,refusal,refusal:102,0.9699692726135254,0.9893370013141619,-0.019367728700636522
refusal,present,102,1,1,xconcept,refusal,refusal:102,0.9788607358932495,0.9893370013141619,-0.0104762654209124
refusal,present,89,0,1,xconcept,refusal,refusal:89,0.962577760219574,0.9820011882105879,-0.01942342799101393
refusal,present,89,1,1,xconcept,refusal,refusal:89,0.9702625870704651,0.9820011882105879,-0.011738601140122817
refusal,present,50,0,1,xconcept,refusal,refusal:50,0.9706714153289795,0.9821518415999448,-0.01148042627096535
refusal,present,50,1,1,xconcept,refusal,refusal:50,0.9791821241378784,0.9821518415999448,-0.0029697174620664235
refusal,present,17,0,1,xconcept,refusal,refusal:17,0.9711480736732483,0.9917844008272858,-0.020636327154037515
refusal,present,17,1,1,xconcept,refusal,refusal:17,0.9736388921737671,0.9917844008272858,-0.018145508653518716
refusal,present,39,0,1,xconcept,refusal,refusal:39,0.97304767370224,0.9893947031579925,-0.016347029455752504
refusal,present,39,1,1,xconcept,refusal,refusal:39,0.9727041125297546,0.9893947031579925,-0.016690590628237856
refusal,present,56,0,1,xconcept,refusal,refusal:56,0.971274197101593,0.9912128369538268,-0.019938639852233764
refusal,present,101,1,1,xconcept,refusal,refusal:101,0.9616056680679321,0.9909932898437869,-0.029387621775854744
refusal,present,40,0,1,xconcept,refusal,refusal:40,0.9810073971748352,0.9887515554841256,-0.007744158309290428
refusal,present,40,1,1,xconcept,refusal,refusal:40,0.9721558690071106,0.9887515554841256,-0.016595686477015037
truth_value,present,192,1,0,xconcept,truth_value,truth_value:192,0.9735199809074402,0.998032612812765,-0.024512631905324822
truth_value,present,90,0,0,xconcept,truth_value,truth_value:90,0.9680784344673157,0.9980276449620338,-0.029949210494718104
truth_value,present,90,1,0,xconcept,truth_value,truth_value:90,0.9742670059204102,0.9980276449620338,-0.02376063904162362
truth_value,present,0,1,0,xconcept,truth_value,truth_value:0,0.9593538045883179,0.9979764451098554,-0.03862264052153752
truth_value,present,180,0,0,xconcept,truth_value,truth_value:180,0.9670976996421814,0.9969881915481098,-0.029890491905928407
truth_value,present,128,0,0,xconcept,truth_value,truth_value:128,0.9714195132255554,0.9978600064974366,-0.026440493271881138
truth_value,present,190,1,0,xconcept,truth_value,truth_value:190,0.9737002849578857,0.9908971517525926,-0.01719686679470689
truth_value,present,222,1,0,xconcept,truth_value,truth_value:222,0.9678841233253479,0.9980083917713296,-0.030124268445981706
truth_value,present,216,0,0,xconcept,truth_value,truth_value:216,0.973564863204956,0.9980493634011975,-0.024484500196241488
truth_value,present,216,1,0,xconcept,truth_value,truth_value:216,0.967143177986145,0.9980493634011975,-0.030906185415052523
truth_value,present,238,0,0,xconcept,truth_value,truth_value:238,0.9700301885604858,0.9980212830684019,-0.027991094507916037
truth_value,present,224,0,0,xconcept,truth_value,truth_value:224,0.9710177183151245,0.9981708901337172,-0.02715317181859267
truth_value,present,224,1,0,xconcept,truth_value,truth_value:224,0.9662075638771057,0.9981708901337172,-0.03196332625661147
truth_value,present,92,0,0,xconcept,truth_value,truth_value:92,0.9524092078208923,0.962184859148606,-0.00977565132771363
truth_value,present,28,0,0,xconcept,truth_value,truth_value:28,0.9682114124298096,0.9978538574893265,-0.029642445059516964
truth_value,present,164,1,0,xconcept,truth_value,truth_value:164,0.9613027572631836,0.9980071855412347,-0.03670442827805109
truth_value,present,214,0,0,xconcept,truth_value,truth_value:214,0.9683935642242432,0.9980897981121002,-0.029696233887857026
truth_value,present,142,1,0,xconcept,truth_value,truth_value:142,0.9743134379386902,0.9977046586314287,-0.023391220692738468
truth_value,present,38,1,0,xconcept,truth_value,truth_value:38,0.9655914902687073,0.9979919828660284,-0.03240049259732114
truth_value,present,68,1,0,xconcept,truth_value,truth_value:68,0.971034049987793,0.9977564485838393,-0.026722398596046304
truth_value,present,208,0,0,xconcept,truth_value,truth_value:208,0.9640101194381714,0.9981819424896121,-0.03417182305144073
truth_value,present,22,1,0,xconcept,truth_value,truth_value:22,0.9718496203422546,0.9977010618783866,-0.025851441536131947
truth_value,present,32,1,0,xconcept,truth_value,truth_value:32,0.9673901200294495,0.9980613494910773,-0.030671229461627814
truth_value,present,2,1,0,xconcept,truth_value,truth_value:2,0.9675987958908081,0.9981295116160713,-0.030530715725263224
truth_value,present,122,1,0,xconcept,truth_value,truth_value:122,0.968411922454834,0.9980109837481033,-0.02959906129326928
truth_value,present,228,0,0,xconcept,truth_value,truth_value:228,0.9690580368041992,0.9975846003249491,-0.028526563520749892
truth_value,present,228,1,0,xconcept,truth_value,truth_value:228,0.9726640582084656,0.9975846003249491,-0.024920542116483535
truth_value,present,200,0,0,xconcept,truth_value,truth_value:200,0.9788931012153625,0.9951942407982828,-0.016301139582920232
truth_value,present,200,1,0,xconcept,truth_value,truth_value:200,0.9779744744300842,0.9951942407982828,-0.017219766368198552
